사업장명,지번주소,도로명주소,도로명우편번호,소재지우편번호,좌표정보(X),좌표정보(Y),위도,경도
본토 푸줏간,서울특별시 강남구 신사동 661-18 정동상가,"서울특별시 강남구 압구정로50길 7, 정동상가 지상2층 19호 (신사동)",06018,135-897,203343.164354209,447278.96828281,37.527944754432745,127.0386263463017
신토불이 대박집,서울특별시 관악구 신림동 110-43,"서울특별시 관악구 신림로26길 12, 1층 (신림동)",08838,151-927,194114.601911293,441192.158268466,37.47308368074704,126.93425816916722
이가네육전,서울특별시 서초구 반포동 745 금성빌딩 1층 112호,"서울특별시 서초구 사평대로 335, 금성빌딩 1층 112호 (반포동)",06543,137-810,201680.914515104,444584.589362916,37.50367022979195,127.01981260509984
더담은,서울특별시 강동구 길동 353-12,"서울특별시 강동구 명일로19길 20, 1층 101-2호 (길동)",05344,134-812,212789.75090262,448611.32552843,37.53986795498648,127.14553307254013
비턴 목동사거리점,서울특별시 강서구 화곡동 780-3 (지상 1층) 101호,"서울특별시 강서구 등촌로3길 16, 1층 101호 (화곡동, 4동)",07785,157-897,187800.910638243,447707.530022121,37.531731906627826,126.86276604362469
(구도로)돈순이,서울특별시 강서구 화곡동 980-11 (지상 1층),"서울특별시 강서구 화곡로52길 39 (화곡동,(지상 1층))",07663,157-915,186722.704015244,449716.063721172,37.54981577831026,126.85052974188064
왕짜장,서울특별시 중랑구 면목동 461-38,서울특별시 중랑구 사가정로53길 32 (면목동),02213,131-813,207821.999181088,453306.749347657,37.58223356943191,127.08936649371093
왕십리불곱창,서울특별시 중랑구 망우동 516-3,서울특별시 중랑구 상봉로 102 (망우동),02170,131-809,208170.580588251,454747.986193018,37.59521735210979,127.09332946267958
그램치킨 성북점,서울특별시 성북구 동소문동5가 15 성신여대역솔하임,"서울특별시 성북구 보문로40길 11, B101호 1호 (동소문동5가, 성신여대역솔하임)",02846,136-035,201169.222981659,454397.181151468,37.59209181528699,127.01404055986623
돌火격 닭강정 길음뉴타운점,서울특별시 성북구 길음동 1282 길음뉴타운,"서울특별시 성북구 길음로 74, 상가제2동 제1층 제107호 (길음동, 길음뉴타운)",02724,136-110,201759.118043073,456372.912165385,37.60989393399087,127.02072541940039
용호동낙지 홈플러스잠실점,서울특별시 송파구 신천동 7-12 SONGPA FUN STADIUM,"서울특별시 송파구 올림픽로35가길 16, SONGPA FUN STADIUM 1층 X6,YD호 (신천동)",05510,138-934,209039.148023482,446007.966801057,37.516453563809186,127.10305804970344
지구커피,서울특별시 서초구 방배동 954-26,"서울특별시 서초구 도구로 85, 1층 (방배동)",06675,137-845,198714.855351241,442431.781520215,37.48427183995181,126.9862676554033
관심,서울특별시 성북구 동선동2가 140,서울특별시 성북구 보문로34길 56 (동선동2가),02849,136-052,201572.388722724,454277.033801781,37.591008580848126,127.01860584674716
화성갈비,서울특별시 마포구 창전동 302,"서울특별시 마포구 독막로 147-6, 1층 105호 (창전동)",04069,121-881,193763.343264215,449508.56141792,37.54802050752698,126.93021621857619
바로키친,서울특별시 영등포구 영등포동7가 208 포레나 영등포 센트럴,"서울특별시 영등포구 국회대로50길 20, 상가동 지하1층 B55호 (영등포동7가, 포레나 영등포 센트럴)",07246,150-037,191586.660635006,446798.452967557,37.52358253777601,126.9056125392638
톨이아빠도시락,서울특별시 서대문구 대현동 137-2 1층 중앙호실,"서울특별시 서대문구 이화여대길 88-11, 1층 (대현동)",03765,120-809,194957.826980517,450789.781391398,37.55957280945323,126.94372605758193
선이네곱창,서울특별시 동대문구 전농동 183-29,"서울특별시 동대문구 전농로17길 6-6, 1층 (전농동)",02545,130-852,204937.583954953,452951.393636443,37.57905148102324,127.0567046228177
쌤쌤쌤 롯데월드몰점,서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰,"서울특별시 송파구 올림픽로 300, 롯데월드몰 5,6층 (신천동)",05551,138-934,209074.900840074,445657.80932984,37.5132979480792,127.10345819134433
88감자탕,서울특별시 중랑구 상봉동 130-12,"서울특별시 중랑구 중랑천로12길 60, 1층 (상봉동)",02120,131-861,206660.122270695,454523.332851537,37.59320519938269,127.07622193099184
블루 몽마르뜨,서울특별시 종로구 내수동 110-39,"서울특별시 종로구 경희궁2길 6, 지상 1층 (내수동)",03175,110-070,197367.911875328,452261.270918447,37.57284232424301,126.97100128022524
마더락 성북점,서울특별시 성북구 삼선동5가 63-1 타임아트빌,"서울특별시 성북구 삼선교로18길 44, 1층 101호 (삼선동5가, 타임아트빌)",02862,136-045,201195.545575412,454075.926389873,37.58919699112643,127.01433811882045
서울마님죽,서울특별시 도봉구 방학동 632-71,"서울특별시 도봉구 방학로10길 73, 1층 (방학동)",01357,132-842,203014.980554907,462525.372647549,37.66532935160412,127.03497587730513
